state,,year,month,precipitation
MT,11/30/2009,2009,Nov,111
MT,12/31/2009,2009,Dec,353.9
MT,1/31/2010,2010,Jan,352.3
MT,2/28/2010,2010,Feb,359.2
MT,3/31/2010,2010,Mar,352.1
MT,4/30/2010,2010,Apr,75.9
MT,5/31/2010,2010,May,26.7
MT,6/30/2010,2010,Jun,2.6
MT,7/31/2010,2010,Jul,13.6
MT,8/31/2010,2010,Aug,0
MT,9/30/2010,2010,Sep,3.6
MT,10/31/2010,2010,Oct,137
MT,11/30/2010,2010,Nov,140.7
MT,12/31/2010,2010,Dec,132.8
MT,1/31/2011,2011,Jan,337.2
MT,2/28/2011,2011,Feb,370.9
MT,3/31/2011,2011,Mar,365.4
MT,4/30/2011,2011,Apr,163.4
MT,5/31/2011,2011,May,2.4
MT,6/30/2011,2011,Jun,22.2
MT,7/31/2011,2011,Jul,0.7
MT,8/31/2011,2011,Aug,14.3
MT,9/30/2011,2011,Sep,3
MT,10/31/2011,2011,Oct,125.8
MT,11/30/2011,2011,Nov,119.7
MT,12/31/2011,2011,Dec,148
MT,1/31/2012,2012,Jan,291.9
MT,2/29/2012,2012,Feb,284.6
MT,3/31/2012,2012,Mar,244.7
MT,4/30/2012,2012,Apr,51.1
MT,5/31/2012,2012,May,264.2
MT,6/30/2012,2012,Jun,33.3
MT,7/31/2012,2012,Jul,0
MT,8/31/2012,2012,Aug,0
MT,9/30/2012,2012,Sep,40.3
MT,10/31/2012,2012,Oct,26
MT,11/30/2012,2012,Nov,161.8
MT,12/31/2012,2012,Dec,222.2
MT,1/31/2013,2013,Jan,194.2
MT,2/28/2013,2013,Feb,268.6
MT,3/31/2013,2013,Mar,316.9
MT,4/30/2013,2013,Apr,79.2
MT,5/31/2013,2013,May,20
MT,6/30/2013,2013,Jun,47.2
MT,7/31/2013,2013,Jul,10.6
MT,8/31/2013,2013,Aug,0
MT,9/30/2013,2013,Sep,45.9
MT,10/31/2013,2013,Oct,139.4
MT,11/30/2013,2013,Nov,175.5
MT,12/31/2013,2013,Dec,226.9
MT,1/31/2014,2014,Jan,325.9
MT,2/28/2014,2014,Feb,284.9
MT,3/31/2014,2014,Mar,260.2
MT,4/30/2014,2014,Apr,120.9
MT,5/31/2014,2014,May,142.5
MT,6/30/2014,2014,Jun,9.2
MT,7/31/2014,2014,Jul,48.6
MT,8/31/2014,2014,Aug,0
MT,9/30/2014,2014,Sep,46.9
MT,10/31/2014,2014,Oct,50.2
MT,11/30/2014,2014,Nov,231.3
MT,12/31/2014,2014,Dec,155.9
MT,1/31/2015,2015,Jan,270.9
MT,2/28/2015,2015,Feb,328.6
MT,3/31/2015,2015,Mar,320.1
MT,4/30/2015,2015,Apr,104.3
MT,5/31/2015,2015,May,35.2
MT,6/30/2015,2015,Jun,2
MT,7/31/2015,2015,Jul,23.1
MT,8/31/2015,2015,Aug,0
MT,9/30/2015,2015,Sep,24.9
MT,10/31/2015,2015,Oct,27.8
MT,11/30/2015,2015,Nov,113.3
MT,12/31/2015,2015,Dec,132.2
MT,1/31/2016,2016,Jan,256.8
MT,2/29/2016,2016,Feb,213.9
MT,3/31/2016,2016,Mar,178.4
MT,4/30/2016,2016,Apr,98.6
MT,5/31/2016,2016,May,1.6
MT,6/30/2016,2016,Jun,7.2
MT,7/31/2016,2016,Jul,0
MT,8/31/2016,2016,Aug,45
MT,9/30/2016,2016,Sep,41.3
MT,10/31/2016,2016,Oct,257.5
MT,11/30/2016,2016,Nov,270.6
MT,12/31/2016,2016,Dec,255
MT,1/31/2017,2017,Jan,209
MT,2/28/2017,2017,Feb,267.3
MT,3/31/2017,2017,Mar,227
MT,4/30/2017,2017,Apr,130.5
MT,5/31/2017,2017,May,56.1
MT,6/30/2017,2017,Jun,0
MT,7/31/2017,2017,Jul,0.2
MT,8/31/2017,2017,Aug,30.5
MT,9/30/2017,2017,Sep,36.8
MT,10/31/2017,2017,Oct,124.4
MT,11/30/2017,2017,Nov,232.4
PA,1/31/1998,1998,Jan,409.3
PA,2/28/1998,1998,Feb,321.9
PA,3/31/1998,1998,Mar,384
PA,4/30/1998,1998,Apr,514.5
PA,5/31/1998,1998,May,199.3
PA,6/30/1998,1998,Jun,199.5
PA,7/31/1998,1998,Jul,118.4
PA,8/31/1998,1998,Aug,143.2
PA,9/30/1998,1998,Sep,89.2
PA,10/31/1998,1998,Oct,73
PA,11/30/1998,1998,Nov,174.5
PA,12/31/1998,1998,Dec,305.7
PA,1/31/1999,1999,Jan,234.8
PA,2/28/1999,1999,Feb,353
PA,3/31/1999,1999,Mar,377.9
PA,4/30/1999,1999,Apr,364.4
PA,5/31/1999,1999,May,389
PA,6/30/1999,1999,Jun,135.3
PA,7/31/1999,1999,Jul,47.1
PA,8/31/1999,1999,Aug,79.2
PA,9/30/1999,1999,Sep,129.9
PA,10/31/1999,1999,Oct,127.5
PA,11/30/1999,1999,Nov,79.3
PA,12/31/1999,1999,Dec,362.8
PA,1/31/2000,2000,Jan,411.9
PA,2/29/2000,2000,Feb,435.6
PA,3/31/2000,2000,Mar,440.3
PA,4/30/2000,2000,Apr,507.7
PA,5/31/2000,2000,May,358.6
PA,6/30/2000,2000,Jun,114.8
PA,7/31/2000,2000,Jul,219.3
PA,8/31/2000,2000,Aug,141.9
PA,9/30/2000,2000,Sep,146.5
PA,10/31/2000,2000,Oct,160.3
PA,11/30/2000,2000,Nov,83.6
PA,12/31/2000,2000,Dec,331.6
PA,1/31/2001,2001,Jan,395.8
PA,2/28/2001,2001,Feb,346.9
PA,3/31/2001,2001,Mar,484.7
PA,4/30/2001,2001,Apr,422.6
PA,5/31/2001,2001,May,298.9
PA,6/30/2001,2001,Jun,301.2
PA,7/31/2001,2001,Jul,337
PA,8/31/2001,2001,Aug,62
PA,9/30/2001,2001,Sep,145.9
PA,10/31/2001,2001,Oct,187
PA,11/30/2001,2001,Nov,104.7
PA,12/31/2001,2001,Dec,217.5
PA,1/31/2002,2002,Jan,446.1
PA,2/28/2002,2002,Feb,232.5
PA,3/31/2002,2002,Mar,393.1
PA,4/30/2002,2002,Apr,415.1
PA,5/31/2002,2002,May,196.8
PA,6/30/2002,2002,Jun,254.4
PA,7/31/2002,2002,Jul,173.9
PA,8/31/2002,2002,Aug,75.5
PA,9/30/2002,2002,Sep,95.4
PA,10/31/2002,2002,Oct,119.7
PA,11/30/2002,2002,Nov,176.3
PA,12/31/2002,2002,Dec,277.2
PA,1/31/2003,2003,Jan,181.6
PA,2/28/2003,2003,Feb,453.6
PA,3/31/2003,2003,Mar,476.7
PA,4/30/2003,2003,Apr,359.9
PA,5/31/2003,2003,May,220.9
PA,6/30/2003,2003,Jun,123.3
PA,7/31/2003,2003,Jul,101.7
PA,8/31/2003,2003,Aug,105.5
PA,9/30/2003,2003,Sep,171.7
PA,10/31/2003,2003,Oct,143.2
PA,11/30/2003,2003,Nov,137.2
PA,12/31/2003,2003,Dec,294.1
PA,1/31/2004,2004,Jan,373.8
PA,2/29/2004,2004,Feb,487
PA,3/31/2004,2004,Mar,510.5
PA,4/30/2004,2004,Apr,393.6
PA,5/31/2004,2004,May,121
PA,6/30/2004,2004,Jun,180.1
PA,7/31/2004,2004,Jul,146
PA,8/31/2004,2004,Aug,132.3
PA,9/30/2004,2004,Sep,131.5
PA,10/31/2004,2004,Oct,146.6
PA,11/30/2004,2004,Nov,95.3
PA,12/31/2004,2004,Dec,222.5
PA,1/31/2005,2005,Jan,249.8
PA,2/28/2005,2005,Feb,363.9
PA,3/31/2005,2005,Mar,413.7
PA,4/30/2005,2005,Apr,565.1
PA,5/31/2005,2005,May,449.2
PA,6/30/2005,2005,Jun,257.8
PA,7/31/2005,2005,Jul,177.8
PA,8/31/2005,2005,Aug,103
PA,9/30/2005,2005,Sep,141.6
PA,10/31/2005,2005,Oct,242.1
PA,11/30/2005,2005,Nov,105
PA,12/31/2005,2005,Dec,459.5
PA,1/31/2006,2006,Jan,387.8
PA,2/28/2006,2006,Feb,275.1
PA,3/31/2006,2006,Mar,685.6
PA,4/30/2006,2006,Apr,495.7
PA,5/31/2006,2006,May,325.6
PA,6/30/2006,2006,Jun,121
PA,7/31/2006,2006,Jul,106.7
PA,8/31/2006,2006,Aug,236.1
PA,9/30/2006,2006,Sep,155.9
PA,10/31/2006,2006,Oct,113.6
PA,11/30/2006,2006,Nov,240.9
PA,12/31/2006,2006,Dec,519.8
PA,1/31/2007,2007,Jan,306.9
PA,2/28/2007,2007,Feb,442.9
PA,3/31/2007,2007,Mar,419.8
PA,4/30/2007,2007,Apr,459.7
PA,5/31/2007,2007,May,265.9
PA,6/30/2007,2007,Jun,219.9
PA,7/31/2007,2007,Jul,196.4
PA,8/31/2007,2007,Aug,135.3
PA,9/30/2007,2007,Sep,96.9
PA,10/31/2007,2007,Oct,168.9
PA,11/30/2007,2007,Nov,119.1
PA,12/31/2007,2007,Dec,454.5
PA,1/31/2008,2008,Jan,532.2
PA,2/29/2008,2008,Feb,450.8
PA,3/31/2008,2008,Mar,457.4
PA,4/30/2008,2008,Apr,505.1
PA,5/31/2008,2008,May,308.1
PA,6/30/2008,2008,Jun,299
PA,7/31/2008,2008,Jul,108.9
PA,8/31/2008,2008,Aug,151.5
PA,9/30/2008,2008,Sep,109.6
PA,10/31/2008,2008,Oct,110.6
PA,11/30/2008,2008,Nov,135.2
PA,12/31/2008,2008,Dec,171.2
PA,1/31/2009,2009,Jan,354.5
PA,2/28/2009,2009,Feb,422
PA,3/31/2009,2009,Mar,582.3
PA,4/30/2009,2009,Apr,469.9
PA,5/31/2009,2009,May,456.6
PA,6/30/2009,2009,Jun,317.3
PA,7/31/2009,2009,Jul,193.1
PA,8/31/2009,2009,Aug,92.7
PA,9/30/2009,2009,Sep,134.1
PA,10/31/2009,2009,Oct,142.3
PA,11/30/2009,2009,Nov,45.1
PA,12/31/2009,2009,Dec,253.7
PA,1/31/2010,2010,Jan,452.3
PA,2/28/2010,2010,Feb,359.7
PA,3/31/2010,2010,Mar,296.8
PA,4/30/2010,2010,Apr,450.4
PA,5/31/2010,2010,May,403
PA,6/30/2010,2010,Jun,176.3
PA,7/31/2010,2010,Jul,132.1
PA,8/31/2010,2010,Aug,188.1
PA,9/30/2010,2010,Sep,95.5
PA,10/31/2010,2010,Oct,152.1
PA,11/30/2010,2010,Nov,134.2
PA,12/31/2010,2010,Dec,224.8
PA,1/31/2011,2011,Jan,520.3
PA,2/28/2011,2011,Feb,332.4
PA,3/31/2011,2011,Mar,490.9
PA,4/30/2011,2011,Apr,579.4
PA,5/31/2011,2011,May,477.3
PA,6/30/2011,2011,Jun,241.5
PA,7/31/2011,2011,Jul,195.3
PA,8/31/2011,2011,Aug,179.4
PA,9/30/2011,2011,Sep,60.3
PA,10/31/2011,2011,Oct,139.1
PA,11/30/2011,2011,Nov,174.6
PA,12/31/2011,2011,Dec,201.7
PA,1/31/2012,2012,Jan,451.2
PA,2/29/2012,2012,Feb,411.9
PA,3/31/2012,2012,Mar,742.5
PA,4/30/2012,2012,Apr,382.8
PA,5/31/2012,2012,May,225.1
PA,6/30/2012,2012,Jun,320
PA,7/31/2012,2012,Jul,313.2
PA,8/31/2012,2012,Aug,112.2
PA,9/30/2012,2012,Sep,197
PA,10/31/2012,2012,Oct,44.3
PA,11/30/2012,2012,Nov,103
PA,12/31/2012,2012,Dec,259.8
PA,1/31/2013,2013,Jan,372.7
PA,2/28/2013,2013,Feb,612.5
PA,3/31/2013,2013,Mar,532.3
PA,4/30/2013,2013,Apr,527
PA,5/31/2013,2013,May,409.6
PA,6/30/2013,2013,Jun,150.5
PA,7/31/2013,2013,Jul,220.8
PA,8/31/2013,2013,Aug,245.5
PA,9/30/2013,2013,Sep,110.4
PA,10/31/2013,2013,Oct,83.9
PA,11/30/2013,2013,Nov,210.7
PA,12/31/2013,2013,Dec,299.7
PA,1/31/2014,2014,Jan,406.9
PA,2/28/2014,2014,Feb,602.9
PA,3/31/2014,2014,Mar,562.7
PA,4/30/2014,2014,Apr,561.2
PA,5/31/2014,2014,May,332.9
PA,6/30/2014,2014,Jun,285.8
PA,7/31/2014,2014,Jul,240
PA,8/31/2014,2014,Aug,84.8
PA,9/30/2014,2014,Sep,211.2
PA,10/31/2014,2014,Oct,82.2
PA,11/30/2014,2014,Nov,41.3
PA,12/31/2014,2014,Dec,186.5
PA,1/31/2015,2015,Jan,503.2
PA,2/28/2015,2015,Feb,414.3
PA,3/31/2015,2015,Mar,540.3
PA,4/30/2015,2015,Apr,604.9
PA,5/31/2015,2015,May,413.7
PA,6/30/2015,2015,Jun,216.2
PA,7/31/2015,2015,Jul,172.4
PA,8/31/2015,2015,Aug,100.6
PA,9/30/2015,2015,Sep,96.7
PA,10/31/2015,2015,Oct,26.4
PA,11/30/2015,2015,Nov,98.3
PA,12/31/2015,2015,Dec,258.2
PA,1/31/2016,2016,Jan,354.9
PA,2/29/2016,2016,Feb,534.3
PA,3/31/2016,2016,Mar,596.5
PA,4/30/2016,2016,Apr,414.2
PA,5/31/2016,2016,May,269.1
PA,6/30/2016,2016,Jun,283
PA,7/31/2016,2016,Jul,175.3
PA,8/31/2016,2016,Aug,98.2
PA,9/30/2016,2016,Sep,56.4
PA,10/31/2016,2016,Oct,173.9
PA,11/30/2016,2016,Nov,103.5
PA,12/31/2016,2016,Dec,357.1
PA,1/31/2017,2017,Jan,599.3
PA,2/28/2017,2017,Feb,597.9
PA,3/31/2017,2017,Mar,670.2
PA,4/30/2017,2017,Apr,478.8
PA,5/31/2017,2017,May,271.4
PA,6/30/2017,2017,Jun,186.8
PA,7/31/2017,2017,Jul,35.8
PA,8/31/2017,2017,Aug,102.6
PA,9/30/2017,2017,Sep,51.9
PA,10/31/2017,2017,Oct,222.5
PA,11/30/2017,2017,Nov,103.3
PB,1/31/1998,1998,Jan,106.3
PB,2/28/1998,1998,Feb,16.9
PB,3/31/1998,1998,Mar,44.7
PB,4/30/1998,1998,Apr,37.9
PB,5/31/1998,1998,May,203.8
PB,6/30/1998,1998,Jun,230.7
PB,7/31/1998,1998,Jul,257.7
PB,8/31/1998,1998,Aug,286.7
PB,9/30/1998,1998,Sep,30.9
PB,10/31/1998,1998,Oct,27.8
PB,11/30/1998,1998,Nov,18.5
PB,12/31/1998,1998,Dec,8.2
PB,1/31/1999,1999,Jan,16.7
PB,2/28/1999,1999,Feb,84
PB,3/31/1999,1999,Mar,116.3
PB,4/30/1999,1999,Apr,46.4
PB,5/31/1999,1999,May,247.3
PB,6/30/1999,1999,Jun,112.2
PB,7/31/1999,1999,Jul,142.5
PB,8/31/1999,1999,Aug,88.1
PB,9/30/1999,1999,Sep,56.7
PB,10/31/1999,1999,Oct,64.6
PB,11/30/1999,1999,Nov,3.7
PB,12/31/1999,1999,Dec,38.8
PB,1/31/2000,2000,Jan,96.4
PB,2/29/2000,2000,Feb,149.4
PB,3/31/2000,2000,Mar,109.2
PB,4/30/2000,2000,Apr,209.2
PB,5/31/2000,2000,May,333.9
PB,6/30/2000,2000,Jun,557.7
PB,7/31/2000,2000,Jul,444.4
PB,8/31/2000,2000,Aug,167.9
PB,9/30/2000,2000,Sep,228.8
PB,10/31/2000,2000,Oct,15.9
PB,11/30/2000,2000,Nov,45.7
PB,12/31/2000,2000,Dec,81.4
PB,1/31/2001,2001,Jan,25.3
PB,2/28/2001,2001,Feb,7.1
PB,3/31/2001,2001,Mar,197
PB,4/30/2001,2001,Apr,267.2
PB,5/31/2001,2001,May,47.8
PB,6/30/2001,2001,Jun,254.9
PB,7/31/2001,2001,Jul,184.7
PB,8/31/2001,2001,Aug,62.1
PB,9/30/2001,2001,Sep,44
PB,10/31/2001,2001,Oct,22.3
PB,11/30/2001,2001,Nov,16.1
PB,12/31/2001,2001,Dec,50
PB,1/31/2002,2002,Jan,179.4
PB,2/28/2002,2002,Feb,133.3
PB,3/31/2002,2002,Mar,251
PB,4/30/2002,2002,Apr,196.7
PB,5/31/2002,2002,May,265.5
PB,6/30/2002,2002,Jun,472.3
PB,7/31/2002,2002,Jul,262.4
PB,8/31/2002,2002,Aug,140.1
PB,9/30/2002,2002,Sep,13.4
PB,10/31/2002,2002,Oct,43.1
PB,11/30/2002,2002,Nov,35.9
PB,12/31/2002,2002,Dec,10
PB,1/31/2003,2003,Jan,51.3
PB,2/28/2003,2003,Feb,252.9
PB,3/31/2003,2003,Mar,275
PB,4/30/2003,2003,Apr,206.7
PB,5/31/2003,2003,May,212.6
PB,6/30/2003,2003,Jun,626.2
PB,7/31/2003,2003,Jul,96.3
PB,8/31/2003,2003,Aug,173
PB,9/30/2003,2003,Sep,97.2
PB,10/31/2003,2003,Oct,36.3
PB,11/30/2003,2003,Nov,15.4
PB,12/31/2003,2003,Dec,65.5
PB,1/31/2004,2004,Jan,303.2
PB,2/29/2004,2004,Feb,128.2
PB,3/31/2004,2004,Mar,158.8
PB,4/30/2004,2004,Apr,136.9
PB,5/31/2004,2004,May,302
PB,6/30/2004,2004,Jun,483.1
PB,7/31/2004,2004,Jul,475.8
PB,8/31/2004,2004,Aug,162.5
PB,9/30/2004,2004,Sep,37.5
PB,10/31/2004,2004,Oct,27.4
PB,11/30/2004,2004,Nov,9.1
PB,12/31/2004,2004,Dec,5.1
PB,1/31/2005,2005,Jan,37.4
PB,2/28/2005,2005,Feb,56.6
PB,3/31/2005,2005,Mar,107.5
PB,4/30/2005,2005,Apr,125.1
PB,5/31/2005,2005,May,549.5
PB,6/30/2005,2005,Jun,573.3
PB,7/31/2005,2005,Jul,156.9
PB,8/31/2005,2005,Aug,215.8
PB,9/30/2005,2005,Sep,63.6
PB,10/31/2005,2005,Oct,25.3
PB,11/30/2005,2005,Nov,4.1
PB,12/31/2005,2005,Dec,25.6
PB,1/31/2006,2006,Jan,7.2
PB,2/28/2006,2006,Feb,14.6
PB,3/31/2006,2006,Mar,85.3
PB,4/30/2006,2006,Apr,197.1
PB,5/31/2006,2006,May,187.9
PB,6/30/2006,2006,Jun,271.2
PB,7/31/2006,2006,Jul,139.2
PB,8/31/2006,2006,Aug,119
PB,9/30/2006,2006,Sep,63.3
PB,10/31/2006,2006,Oct,9.7
PB,11/30/2006,2006,Nov,42
PB,12/31/2006,2006,Dec,41.8
PB,1/31/2007,2007,Jan,33.8
PB,2/28/2007,2007,Feb,166.6
PB,3/31/2007,2007,Mar,187.1
PB,4/30/2007,2007,Apr,234.3
PB,5/31/2007,2007,May,240.6
PB,6/30/2007,2007,Jun,573.7
PB,7/31/2007,2007,Jul,143.8
PB,8/31/2007,2007,Aug,273.5
PB,9/30/2007,2007,Sep,73
PB,10/31/2007,2007,Oct,30.9
PB,11/30/2007,2007,Nov,34
PB,12/31/2007,2007,Dec,12.6
PB,1/31/2008,2008,Jan,80.6
PB,2/29/2008,2008,Feb,8.8
PB,3/31/2008,2008,Mar,299.3
PB,4/30/2008,2008,Apr,313.5
PB,5/31/2008,2008,May,335.9
PB,6/30/2008,2008,Jun,397.4
PB,7/31/2008,2008,Jul,294.1
PB,8/31/2008,2008,Aug,326.4
PB,9/30/2008,2008,Sep,86.8
PB,10/31/2008,2008,Oct,44.9
PB,11/30/2008,2008,Nov,6.6
PB,12/31/2008,2008,Dec,60.2
PB,1/31/2009,2009,Jan,57.7
PB,2/28/2009,2009,Feb,260.1
PB,3/31/2009,2009,Mar,138.8
PB,4/30/2009,2009,Apr,547.4
PB,5/31/2009,2009,May,521.2
PB,6/30/2009,2009,Jun,303.9
PB,7/31/2009,2009,Jul,419.8
PB,8/31/2009,2009,Aug,127.9
PB,9/30/2009,2009,Sep,77.1
PB,10/31/2009,2009,Oct,19.3
PB,11/30/2009,2009,Nov,45.8
PB,12/31/2009,2009,Dec,25.5
PB,1/31/2010,2010,Jan,110.9
PB,2/28/2010,2010,Feb,76.9
PB,3/31/2010,2010,Mar,30.9
PB,4/30/2010,2010,Apr,165.9
PB,5/31/2010,2010,May,111.7
PB,6/30/2010,2010,Jun,256.3
PB,7/31/2010,2010,Jul,222.4
PB,8/31/2010,2010,Aug,189
PB,9/30/2010,2010,Sep,92.4
PB,10/31/2010,2010,Oct,16
PB,11/30/2010,2010,Nov,10.1
PB,12/31/2010,2010,Dec,38.5
PB,1/31/2011,2011,Jan,223.4
PB,2/28/2011,2011,Feb,222
PB,3/31/2011,2011,Mar,66.2
PB,4/30/2011,2011,Apr,428
PB,5/31/2011,2011,May,484.7
PB,6/30/2011,2011,Jun,248.7
PB,7/31/2011,2011,Jul,425.8
PB,8/31/2011,2011,Aug,215.5
PB,9/30/2011,2011,Sep,36.5
PB,10/31/2011,2011,Oct,9.6
PB,11/30/2011,2011,Nov,45.2
PB,12/31/2011,2011,Dec,8.4
PB,1/31/2012,2012,Jan,206.4
PB,2/29/2012,2012,Feb,141.3
PB,3/31/2012,2012,Mar,71
PB,4/30/2012,2012,Apr,47
PB,5/31/2012,2012,May,216.5
PB,6/30/2012,2012,Jun,538.1
PB,7/31/2012,2012,Jul,290.5
PB,8/31/2012,2012,Aug,81.1
PB,9/30/2012,2012,Sep,36.7
PB,10/31/2012,2012,Oct,30.5
PB,11/30/2012,2012,Nov,2
PB,12/31/2012,2012,Dec,7.5
PB,1/31/2013,2013,Jan,51.3
PB,2/28/2013,2013,Feb,39.3
PB,3/31/2013,2013,Mar,17.5
PB,4/30/2013,2013,Apr,271.2
PB,5/31/2013,2013,May,185.7
PB,6/30/2013,2013,Jun,493.5
PB,7/31/2013,2013,Jul,481.5
PB,8/31/2013,2013,Aug,252.2
PB,9/30/2013,2013,Sep,287.5
PB,10/31/2013,2013,Oct,40.2
PB,11/30/2013,2013,Nov,33.4
PB,12/31/2013,2013,Dec,21.4
PB,1/31/2014,2014,Jan,85.8
PB,2/28/2014,2014,Feb,108.2
PB,3/31/2014,2014,Mar,150.5
PB,4/30/2014,2014,Apr,134.1
PB,5/31/2014,2014,May,265
PB,6/30/2014,2014,Jun,256.3
PB,7/31/2014,2014,Jul,153.1
PB,8/31/2014,2014,Aug,79
PB,9/30/2014,2014,Sep,199.2
PB,10/31/2014,2014,Oct,40.5
PB,11/30/2014,2014,Nov,13.3
PB,12/31/2014,2014,Dec,23.1
PB,1/31/2015,2015,Jan,54.8
PB,2/28/2015,2015,Feb,40.7
PB,3/31/2015,2015,Mar,406.6
PB,4/30/2015,2015,Apr,51.3
PB,5/31/2015,2015,May,87.2
PB,6/30/2015,2015,Jun,343.2
PB,7/31/2015,2015,Jul,381.4
PB,8/31/2015,2015,Aug,50.6
PB,9/30/2015,2015,Sep,56.9
PB,10/31/2015,2015,Oct,19.5
PB,11/30/2015,2015,Nov,4.8
PB,12/31/2015,2015,Dec,62.3
PB,1/31/2016,2016,Jan,100.5
PB,2/29/2016,2016,Feb,104.2
PB,3/31/2016,2016,Mar,145.1
PB,4/30/2016,2016,Apr,374.3
PB,5/31/2016,2016,May,359.7
PB,6/30/2016,2016,Jun,254.7
PB,7/31/2016,2016,Jul,45.8
PB,8/31/2016,2016,Aug,47.3
PB,9/30/2016,2016,Sep,52.8
PB,10/31/2016,2016,Oct,11.4
PB,11/30/2016,2016,Nov,8.6
PB,12/31/2016,2016,Dec,64.8
PB,1/31/2017,2017,Jan,57.1
PB,2/28/2017,2017,Feb,41.7
PB,3/31/2017,2017,Mar,145.5
PB,4/30/2017,2017,Apr,276.9
PB,5/31/2017,2017,May,493.8
PB,6/30/2017,2017,Jun,328.1
PB,7/31/2017,2017,Jul,442.8
PB,8/31/2017,2017,Aug,75.3
PB,9/30/2017,2017,Sep,120.6
PB,10/31/2017,2017,Oct,51.6
PB,11/30/2017,2017,Nov,11
PE,1/31/1998,1998,Jan,67.4
PE,2/28/1998,1998,Feb,42.2
PE,3/31/1998,1998,Mar,83.6
PE,4/30/1998,1998,Apr,115.9
PE,5/31/1998,1998,May,187.6
PE,6/30/1998,1998,Jun,166.6
PE,7/31/1998,1998,Jul,169.1
PE,8/31/1998,1998,Aug,277.8
PE,9/30/1998,1998,Sep,52.3
PE,10/31/1998,1998,Oct,55.4
PE,11/30/1998,1998,Nov,15.8
PE,12/31/1998,1998,Dec,16
PE,1/31/1999,1999,Jan,44.7
PE,2/28/1999,1999,Feb,18.8
PE,3/31/1999,1999,Mar,196.9
PE,4/30/1999,1999,Apr,103.4
PE,5/31/1999,1999,May,306.1
PE,6/30/1999,1999,Jun,125.3
PE,7/31/1999,1999,Jul,259.6
PE,8/31/1999,1999,Aug,142.2
PE,9/30/1999,1999,Sep,72.8
PE,10/31/1999,1999,Oct,90.3
PE,11/30/1999,1999,Nov,18.9
PE,12/31/1999,1999,Dec,104.9
PE,1/31/2000,2000,Jan,276.4
PE,2/29/2000,2000,Feb,87.9
PE,3/31/2000,2000,Mar,174.1
PE,4/30/2000,2000,Apr,435.4
PE,5/31/2000,2000,May,265.4
PE,6/30/2000,2000,Jun,562.9
PE,7/31/2000,2000,Jul,575
PE,8/31/2000,2000,Aug,443.4
PE,9/30/2000,2000,Sep,336.1
PE,10/31/2000,2000,Oct,58.2
PE,11/30/2000,2000,Nov,45.1
PE,12/31/2000,2000,Dec,99.1
PE,1/31/2001,2001,Jan,58.8
PE,2/28/2001,2001,Feb,56.5
PE,3/31/2001,2001,Mar,133.7
PE,4/30/2001,2001,Apr,327.8
PE,5/31/2001,2001,May,59.5
PE,6/30/2001,2001,Jun,432.4
PE,7/31/2001,2001,Jul,355.5
PE,8/31/2001,2001,Aug,211
PE,9/30/2001,2001,Sep,106.3
PE,10/31/2001,2001,Oct,103.7
PE,11/30/2001,2001,Nov,32.1
PE,12/31/2001,2001,Dec,109
PE,1/31/2002,2002,Jan,231.6
PE,2/28/2002,2002,Feb,199.5
PE,3/31/2002,2002,Mar,409.8
PE,4/30/2002,2002,Apr,140.2
PE,5/31/2002,2002,May,304.2
PE,6/30/2002,2002,Jun,583.5
PE,7/31/2002,2002,Jul,282.3
PE,8/31/2002,2002,Aug,124.2
PE,9/30/2002,2002,Sep,42.5
PE,10/31/2002,2002,Oct,49
PE,11/30/2002,2002,Nov,87.7
PE,12/31/2002,2002,Dec,33.1
PE,1/31/2003,2003,Jan,53.3
PE,2/28/2003,2003,Feb,158.5
PE,3/31/2003,2003,Mar,397.9
PE,4/30/2003,2003,Apr,116.1
PE,5/31/2003,2003,May,225.9
PE,6/30/2003,2003,Jun,474.5
PE,7/31/2003,2003,Jul,282.2
PE,8/31/2003,2003,Aug,194.8
PE,9/30/2003,2003,Sep,136
PE,10/31/2003,2003,Oct,52.3
PE,11/30/2003,2003,Nov,26.8
PE,12/31/2003,2003,Dec,51.5
PE,1/31/2004,2004,Jan,249.9
PE,2/29/2004,2004,Feb,226
PE,3/31/2004,2004,Mar,168.8
PE,4/30/2004,2004,Apr,378.2
PE,5/31/2004,2004,May,327.7
PE,6/30/2004,2004,Jun,537.3
PE,7/31/2004,2004,Jul,359.8
PE,8/31/2004,2004,Aug,138.9
PE,9/30/2004,2004,Sep,81.1
PE,10/31/2004,2004,Oct,33.6
PE,11/30/2004,2004,Nov,18.2
PE,12/31/2004,2004,Dec,13.2
PE,1/31/2005,2005,Jan,14.3
PE,2/28/2005,2005,Feb,80.4
PE,3/31/2005,2005,Mar,75.9
PE,4/30/2005,2005,Apr,168.1
PE,5/31/2005,2005,May,507.1
PE,6/30/2005,2005,Jun,709
PE,7/31/2005,2005,Jul,182.7
PE,8/31/2005,2005,Aug,290.8
PE,9/30/2005,2005,Sep,45.3
PE,10/31/2005,2005,Oct,59.7
PE,11/30/2005,2005,Nov,8.7
PE,12/31/2005,2005,Dec,174.2
PE,1/31/2006,2006,Jan,12.3
PE,2/28/2006,2006,Feb,32.4
PE,3/31/2006,2006,Mar,158.2
PE,4/30/2006,2006,Apr,322.2
PE,5/31/2006,2006,May,338
PE,6/30/2006,2006,Jun,432.1
PE,7/31/2006,2006,Jul,222.5
