Ano,State,Month,Number,Date
2008,TO,Jul,441,1/1/2008
2009,TO,Jul,989,1/1/2009
2010,TO,Jul,2.408,1/1/2010
2011,TO,Jul,1.001,1/1/2011
2012,TO,Jul,1.693,1/1/2012
2013,TO,Jul,1.393,1/1/2013
2014,TO,Jul,1.404,1/1/2014
2015,TO,Jul,1.217,1/1/2015
2016,TO,Jul,2.737,1/1/2016
2017,TO,Jul,2.397,1/1/2017
1998,TO,Aug,3.747,1/1/1998
1999,TO,Aug,1.284,1/1/1999
2000,TO,Aug,1.949,1/1/2000
2001,TO,Aug,2.242,1/1/2001
2002,TO,Aug,3.027,1/1/2002
2003,TO,Aug,1.339,1/1/2003
2004,TO,Aug,1.776,1/1/2004
2005,TO,Aug,1.84,1/1/2005
2006,TO,Aug,1.277,1/1/2006
2007,TO,Aug,4.747,1/1/2007
2008,TO,Aug,845,1/1/2008
2009,TO,Aug,1.124,1/1/2009
2010,TO,Aug,7.865,1/1/2010
2011,TO,Aug,1.668,1/1/2011
2012,TO,Aug,4.28,1/1/2012
2013,TO,Aug,1.81,1/1/2013
2014,TO,Aug,2.917,1/1/2014
2015,TO,Aug,2.54,1/1/2015
2016,TO,Aug,3.213,1/1/2016
2017,TO,Aug,3.536,1/1/2017
1998,TO,Sep,5.149,1/1/1998
1999,TO,Sep,3.415,1/1/1999
2000,TO,Sep,2.552,1/1/2000
2001,TO,Sep,4.839,1/1/2001
2002,TO,Sep,5.314,1/1/2002
2003,TO,Sep,4.637,1/1/2003
2004,TO,Sep,5.308,1/1/2004
2005,TO,Sep,5.319,1/1/2005
2006,TO,Sep,2.979,1/1/2006
2007,TO,Sep,6.829,1/1/2007
2008,TO,Sep,2.39,1/1/2008
2009,TO,Sep,2.017,1/1/2009
2010,TO,Sep,10.172,1/1/2010
2011,TO,Sep,4.658,1/1/2011
2012,TO,Sep,7.46,1/1/2012
2013,TO,Sep,2.445,1/1/2013
2014,TO,Sep,3.52,1/1/2014
2015,TO,Sep,5.51,1/1/2015
2016,TO,Sep,3.245,1/1/2016
2017,TO,Sep,10.737,1/1/2017
1998,TO,Oct,1.738,1/1/1998
1999,TO,Oct,1.378,1/1/1999
2000,TO,Oct,1.053,1/1/2000
2001,TO,Oct,684,1/1/2001
2002,TO,Oct,1.537,1/1/2002
2003,TO,Oct,1.339,1/1/2003
2004,TO,Oct,1.658,1/1/2004
2005,TO,Oct,2.913,1/1/2005
2006,TO,Oct,1.176,1/1/2006
2007,TO,Oct,2.252,1/1/2007
2008,TO,Oct,2.832,1/1/2008
2009,TO,Oct,718,1/1/2009
2010,TO,Oct,2.272,1/1/2010
2011,TO,Oct,1.591,1/1/2011
2012,TO,Oct,3.68,1/1/2012
2013,TO,Oct,2.155,1/1/2013
2014,TO,Oct,4,1/1/2014
2015,TO,Oct,4.844,1/1/2015
2016,TO,Oct,2.032,1/1/2016
2017,TO,Oct,2.969,1/1/2017
1998,TO,Nov,1,1/1/1998
1999,TO,Nov,29,1/1/1999
2000,TO,Nov,96,1/1/2000
2001,TO,Nov,100,1/1/2001
2002,TO,Nov,207,1/1/2002
2003,TO,Nov,146,1/1/2003
2004,TO,Nov,424,1/1/2004
2005,TO,Nov,271,1/1/2005
2006,TO,Nov,108,1/1/2006
2007,TO,Nov,147,1/1/2007
2008,TO,Nov,104,1/1/2008
2009,TO,Nov,251,1/1/2009
2010,TO,Nov,283,1/1/2010
2011,TO,Nov,144,1/1/2011
2012,TO,Nov,179,1/1/2012
2013,TO,Nov,345,1/1/2013
2014,TO,Nov,451,1/1/2014
2015,TO,Nov,833,1/1/2015
2016,TO,Nov,623,1/1/2016
2017,TO,Nov,434,1/1/2017
1998,TO,Dec,9,1/1/1998
1999,TO,Dec,16,1/1/1999
2000,TO,Dec,20,1/1/2000
2001,TO,Dec,21,1/1/2001
2002,TO,Dec,39,1/1/2002
2003,TO,Dec,109,1/1/2003
2004,TO,Dec,96,1/1/2004
2005,TO,Dec,53,1/1/2005
2006,TO,Dec,15,1/1/2006
2007,TO,Dec,13,1/1/2007
2008,TO,Dec,7,1/1/2008
2009,TO,Dec,46,1/1/2009
2010,TO,Dec,72,1/1/2010
2011,TO,Dec,105,1/1/2011
2012,TO,Dec,128,1/1/2012
2013,TO,Dec,85,1/1/2013
2014,TO,Dec,223,1/1/2014
2015,TO,Dec,373,1/1/2015
2016,TO,Dec,119,1/1/2016
